Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Label
21,9078831,9,15,108,188,12.0,12.53333333,32.60331644,2.643512144,FTP-Patator
59059,171,3,1,31,0,10.33333333,0.0,181286.5497,23391.81287,BENIGN
53,65837,4,2,160,212,40.0,106.0,5650.31821,91.13416468,BENIGN
55928,696,2,0,12,0,6.0,0.0,17241.37931,2873.563218,BENIGN
53,32299813,2,2,97,250,48.5,125.0,10.74309625,0.123839726,BENIGN
21,9522828,9,15,102,188,11.33333333,12.53333333,30.4531385,2.520259738,FTP-Patator
443,100104,5,5,1309,729,261.8,145.8,20358.82682,99.89610805,BENIGN
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
21,8527607,9,15,117,188,13.0,12.53333333,35.76618857,2.814388609,FTP-Patator
80,116091279,35,37,1091,57547,31.17142857,1555.324324,505.1025409,0.620201626,BENIGN
51762,2864,2,0,0,0,0.0,0.0,0.0,698.3240223,BENIGN
22,17365663,31,41,2200,3209,70.96774194,78.26829268,311.4767343,4.146112936,SSH-Patator
53,170780,2,2,58,512,29.0,256.0,3337.627357,23.42194636,BENIGN
1187,71,1,1,0,6,0.0,6.0,84507.04225,28169.01408,PortScan
21,9427128,9,15,114,188,12.66666667,12.53333333,32.03520733,2.545844291,FTP-Patator
56183,59752,5,2,11601,26,2320.2,13.0,194587.6289,117.1508903,BENIGN
80,168055,5,0,30,0,6.0,0.0,178.5129868,29.75216447,DDoS
53,174,2,2,60,264,30.0,132.0,1862068.966,22988.50575,BENIGN
22,13512148,21,32,2008,2745,95.61904762,85.78125,351.7575444,3.92239635,SSH-Patator
80,1871019,2,7,20,11601,10.0,1657.285714,6211.053976,4.810213044,DDoS
53,47472,1,1,44,261,44.0,261.0,6424.839906,42.13009774,BENIGN
58946,66,1,1,0,0,0.0,0.0,0.0,30303.0303,BENIGN
22,10463253,20,33,2008,2745,100.4,83.18181818,454.2564344,5.065346312,SSH-Patator
21,287,2,1,14,0,7.0,0.0,48780.4878,10452.96167,FTP-Patator
80,50034,5,0,30,0,6.0,0.0,599.5922773,99.93204621,DDoS
80,392722,6,7,298,11726,49.66666667,1675.142857,30617.07773,33.10229628,BENIGN
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
80,8257988,4,0,24,0,6.0,0.0,2.906276928,0.484379488,DDoS
53,173,2,2,102,134,51.0,67.0,1364161.85,23121.38728,BENIGN
21,68,2,0,14,0,7.0,0.0,205882.3529,29411.76471,FTP-Patator
22,11808984,21,32,2008,2745,95.61904762,85.78125,402.4901719,4.488108376,SSH-Patator
22,62,1,1,0,0,0.0,0.0,0.0,32258.06452,SSH-Patator
80,1827649,3,6,26,11601,8.666666667,1933.5,6361.724817,4.924359108,DDoS
80,803659,3,5,26,11607,8.666666667,2321.4,14475.04476,9.954470739,DDoS
52211,240,2,0,0,0,0.0,0.0,0.0,8333.333333,BENIGN
1999,24,1,1,0,6,0.0,6.0,250000.0,83333.33333,PortScan
22,78,1,1,0,0,0.0,0.0,0.0,25641.02564,SSH-Patator
443,5680676,7,4,599,156,85.57142857,39.0,132.9067174,1.936389261,BENIGN
53,164,2,2,60,252,30.0,126.0,1902439.024,24390.2439,BENIGN
9101,49,1,1,0,6,0.0,6.0,122448.9796,40816.32653,PortScan
443,120,2,0,52,0,26.0,0.0,433333.3333,16666.66667,BENIGN
21,9207463,9,15,107,188,11.88888889,12.53333333,32.03922731,2.606581205,FTP-Patator
53,27085,1,1,45,61,45.0,61.0,3913.605317,73.84160975,BENIGN
22,99,1,1,0,0,0.0,0.0,0.0,20202.0202,SSH-Patator
1217,56,1,1,2,6,2.0,6.0,142857.1429,35714.28571,PortScan
80,80642664,8,5,56,11607,7.0,2321.4,144.6256785,0.161204992,DDoS
80,127029,3,5,26,11607,8.666666667,2321.4,91577.5138,62.97774524,DDoS
8649,55,1,1,0,6,0.0,6.0,109090.9091,36363.63636,PortScan
5050,17,1,1,0,6,0.0,6.0,352941.1765,117647.0588,PortScan
53,24440,2,2,66,538,33.0,269.0,24713.58429,163.6661211,BENIGN
80,33198,3,4,26,11601,8.666666667,2900.25,350231.9417,210.8560757,DDoS
53,62813,2,2,70,324,35.0,162.0,6272.586885,63.68108513,BENIGN
35670,2070977,1,5,6,30,6.0,6.0,17.38309986,2.89718331,BENIGN
80,5219352,3,1,0,0,0.0,0.0,0.0,0.766378662,BENIGN
22,13729374,23,31,2008,2745,87.30434783,88.5483871,346.1920405,3.933172772,SSH-Patator
22,13139687,21,32,2008,2745,95.61904762,85.78125,361.7285556,4.033581622,SSH-Patator
22,13043353,21,31,2008,2745,95.61904762,88.5483871,364.4001661,3.986704952,SSH-Patator
22,14101296,23,32,2008,2745,87.30434783,85.78125,337.0612176,3.90035072,SSH-Patator
22,12465357,21,32,2008,2745,95.61904762,85.78125,381.296741,4.251783563,SSH-Patator
37238,50,1,2,0,0,0.0,0.0,0.0,60000.0,BENIGN
53,31177,2,2,90,212,45.0,106.0,9686.627963,128.2997081,BENIGN
80,11910692,4,0,24,0,6.0,0.0,2.014996274,0.335832712,DDoS
53,24040,2,2,72,328,36.0,164.0,16638.93511,166.3893511,BENIGN
21,7799909,9,15,110,188,12.22222222,12.53333333,38.20557394,3.076958975,FTP-Patator
22,12625276,21,32,2008,2745,95.61904762,85.78125,376.4670174,4.197928029,SSH-Patator
53,30959,2,2,90,122,45.0,61.0,6847.766401,129.2031396,BENIGN
3268,93402420,28,14,5642,1008,201.5,72.0,71.19729874,0.44966715,BENIGN
53,40910,4,2,140,172,35.0,86.0,7626.497189,146.6634075,BENIGN
443,148269,26,49,887,68021,34.11538462,1388.183673,464749.8803,505.8373632,BENIGN
21,1,2,0,14,0,7.0,0.0,14000000.0,2000000.0,FTP-Patator
63302,437184,7,2,11601,26,1657.285714,13.0,26595.20934,20.58629776,BENIGN
80,5322881,5,0,30,0,6.0,0.0,5.636045593,0.939340932,DDoS
80,570313,3,5,26,11607,8.666666667,2321.4,20397.57116,14.02738496,DDoS
21,8693370,9,15,95,188,10.55555556,12.53333333,32.55354368,2.760724552,FTP-Patator
21,9148395,9,15,100,188,11.11111111,12.53333333,31.4809319,2.623410992,FTP-Patator
22,46,1,1,0,0,0.0,0.0,0.0,43478.26087,SSH-Patator
21,8938220,9,15,110,188,12.22222222,12.53333333,33.33997149,2.685098375,FTP-Patator
3030,52,1,1,2,6,2.0,6.0,153846.1538,38461.53846,PortScan
53,151,2,2,80,112,40.0,56.0,1271523.179,26490.06623,BENIGN
1154,94,1,1,0,6,0.0,6.0,63829.78723,21276.59574,PortScan
80,81277824,8,5,56,11607,7.0,2321.4,143.4954755,0.159945227,DDoS
1054,73,1,1,2,6,2.0,6.0,109589.0411,27397.26027,PortScan
21,8232450,9,15,104,188,11.55555556,12.53333333,35.46939247,2.915292531,FTP-Patator
22,77,1,1,0,0,0.0,0.0,0.0,25974.02597,SSH-Patator
49800,90,1,1,0,0,0.0,0.0,0.0,22222.22222,BENIGN
80,71990311,8,4,56,11607,7.0,2901.75,162.0079124,0.166689098,DDoS
22,74,1,1,0,0,0.0,0.0,0.0,27027.02703,SSH-Patator
22,76,1,1,0,0,0.0,0.0,0.0,26315.78947,SSH-Patator
53,48224,2,2,90,226,45.0,113.0,6552.753816,82.94625083,BENIGN
21,255,2,1,14,0,7.0,0.0,54901.96078,11764.70588,FTP-Patator
2035,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
21,8339737,9,15,109,188,12.11111111,12.53333333,35.61263383,2.877788592,FTP-Patator
53,86681,1,1,54,70,54.0,70.0,1430.532643,23.07310714,BENIGN
80,1820426,3,6,26,11607,8.666666667,1934.5,6390.262499,4.943897747,DDoS
10002,44,1,1,0,6,0.0,6.0,136363.6364,45454.54545,PortScan
22,52,1,1,0,0,0.0,0.0,0.0,38461.53846,SSH-Patator
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
1056,42,1,1,0,6,0.0,6.0,142857.1429,47619.04762,PortScan
21,9169965,9,15,99,188,11.0,12.53333333,31.29782938,2.617240088,FTP-Patator
21,8745822,9,15,112,188,12.44444444,12.53333333,34.30209305,2.744167444,FTP-Patator
21,9927112,9,15,107,188,11.88888889,12.53333333,29.71659834,2.41762156,FTP-Patator
22,12421737,19,31,2008,2745,105.6842105,88.5483871,382.6356974,4.02520195,SSH-Patator
4000,52,1,1,0,6,0.0,6.0,115384.6154,38461.53846,PortScan
15915,21803678,1,5,6,30,6.0,6.0,1.651097581,0.27518293,BENIGN
80,530049,3,6,26,11607,8.666666667,1934.5,21947.02754,16.97956227,DDoS
21,4,2,0,14,0,7.0,0.0,3500000.0,500000.0,FTP-Patator
59229,104,1,1,6,6,6.0,6.0,115384.6154,19230.76923,BENIGN
9362,3,2,0,37,0,18.5,0.0,12300000.0,666666.6667,BENIGN
80,111760,3,4,26,11601,8.666666667,2900.25,104035.4331,62.63421618,DDoS
56037,72,1,1,0,0,0.0,0.0,0.0,27777.77778,BENIGN
22,11801613,22,33,2008,2745,91.27272727,83.18181818,402.7415574,4.660379899,SSH-Patator
80,81875086,8,5,56,11607,7.0,2321.4,142.4487053,0.158778459,DDoS
22,37,1,1,0,0,0.0,0.0,0.0,54054.05405,SSH-Patator
80,423393,3,5,26,11601,8.666666667,2320.2,27461.48378,18.89497465,DDoS
53,280,2,2,60,168,30.0,84.0,814285.7143,14285.71429,BENIGN
80,1769013,4,0,24,0,6.0,0.0,13.5668873,2.261147883,DDoS
80,15222,1,1,6,6,6.0,6.0,788.3326764,131.3887794,BENIGN
3546,42,1,1,2,6,2.0,6.0,190476.1905,47619.04762,PortScan
443,116143845,22,24,1070,4893,48.63636364,203.875,51.34150673,0.396060592,BENIGN
80,1240676,3,6,26,11601,8.666666667,1933.5,9371.503922,7.254109856,DDoS
53,97074695,2,2,103,212,51.5,106.0,3.244923922,0.041205383,BENIGN
80,120846,3,5,26,11607,8.666666667,2321.4,96263.01243,66.19995697,DDoS
5054,72,1,1,0,6,0.0,6.0,83333.33333,27777.77778,PortScan
80,88194146,9,5,62,11607,6.888888889,2321.4,132.310369,0.158740695,DDoS
55600,35,1,1,2,6,2.0,6.0,228571.4286,57142.85714,PortScan
65389,13,1,1,2,6,2.0,6.0,615384.6154,153846.1538,PortScan
443,115581112,22,21,817,12610,37.13636364,600.4761905,116.1695001,0.372033105,BENIGN
22,11101084,23,32,2008,2745,87.30434783,85.78125,428.1563854,4.954471113,SSH-Patator
80,3429510,5,0,30,0,6.0,0.0,8.747605343,1.457934224,DDoS
21,223,2,1,14,0,7.0,0.0,62780.26906,13452.9148,FTP-Patator
6901,48,1,1,0,6,0.0,6.0,125000.0,41666.66667,PortScan
80,26101,3,7,26,11601,8.666666667,1657.285714,445461.8597,383.1270833,DDoS
80,480882,3,6,26,11601,8.666666667,1933.5,24178.48869,18.71561007,DDoS
22,75,1,1,0,0,0.0,0.0,0.0,26666.66667,SSH-Patator
21,8984925,9,15,103,188,11.44444444,12.53333333,32.38758253,2.671140828,FTP-Patator
53,314,2,2,76,484,38.0,242.0,1783439.49,12738.8535,BENIGN
22,1953,2,2,0,0,0.0,0.0,0.0,2048.13108,SSH-Patator
80,855997,3,5,26,11601,8.666666667,2320.2,13582.99153,9.345827147,DDoS
21,9572510,9,15,114,188,12.66666667,12.53333333,31.54867428,2.507179413,FTP-Patator
22,11108326,21,32,2008,2745,95.61904762,85.78125,427.8772517,4.771195948,SSH-Patator
106,44,1,1,0,6,0.0,6.0,136363.6364,45454.54545,PortScan
53,164969,2,2,72,104,36.0,52.0,1066.867108,24.24697974,BENIGN
80,77009057,9,5,62,11601,6.888888889,2320.2,151.4497184,0.181796798,DDoS
6007,35,1,1,0,6,0.0,6.0,171428.5714,57142.85714,PortScan
51086,79,1,1,0,0,0.0,0.0,0.0,25316.4557,BENIGN
53,209,2,2,62,190,31.0,95.0,1205741.627,19138.75598,BENIGN
22,13632117,21,32,2008,2745,95.61904762,85.78125,348.6619136,3.887877429,SSH-Patator
80,11465000,5,0,30,0,6.0,0.0,2.616659398,0.4361099,DDoS
10082,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
80,10077751,4,0,24,0,6.0,0.0,2.381483726,0.396913954,DDoS
80,5486911,5,0,30,0,6.0,0.0,5.467557247,0.911259541,DDoS
80,11448553,5,0,30,0,6.0,0.0,2.620418493,0.436736416,DDoS
22,13375598,22,32,2008,2745,91.27272727,85.78125,355.3485982,4.037202673,SSH-Patator
21,9003836,9,15,98,188,10.88888889,12.53333333,31.76423915,2.665530558,FTP-Patator
21,8744158,9,15,98,188,10.88888889,12.53333333,32.70755172,2.744689655,FTP-Patator
80,110197,25,33,496,54407,19.84,1648.69697,498225.9045,526.3301179,BENIGN
22,96,1,1,0,0,0.0,0.0,0.0,20833.33333,SSH-Patator
22,86,1,1,0,0,0.0,0.0,0.0,23255.81395,SSH-Patator
22,11876352,22,33,2008,2745,91.27272727,83.18181818,400.207067,4.63105169,SSH-Patator
417,60,1,1,0,6,0.0,6.0,100000.0,33333.33333,PortScan
1169,97,1,1,0,6,0.0,6.0,61855.6701,20618.5567,PortScan
8254,32,1,1,2,6,2.0,6.0,250000.0,62500.0,PortScan
80,83405677,8,4,56,11601,7.0,2900.25,139.7626687,0.143875099,DDoS
21,8631039,9,15,95,188,10.55555556,12.53333333,32.78863646,2.780661749,FTP-Patator
5911,42,1,1,2,6,2.0,6.0,190476.1905,47619.04762,PortScan
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
80,1051858,3,5,26,11607,8.666666667,2321.4,11059.47761,7.605589348,DDoS
22,11918136,23,32,2008,2745,87.30434783,85.78125,398.803974,4.614815605,SSH-Patator
40193,48,1,1,2,6,2.0,6.0,166666.6667,41666.66667,PortScan
80,1865819,3,5,26,11601,8.666666667,2320.2,6231.579805,4.287661343,DDoS
22,87,1,1,0,0,0.0,0.0,0.0,22988.50575,SSH-Patator
58056,29,1,1,0,0,0.0,0.0,0.0,68965.51724,BENIGN
22,10267491,21,32,2008,2745,95.61904762,85.78125,462.9173768,5.1619232,SSH-Patator
22,41,1,1,0,0,0.0,0.0,0.0,48780.4878,SSH-Patator
80,1494890,3,6,26,11607,8.666666667,1934.5,7781.84348,6.02050987,DDoS
80,72029693,9,6,62,11607,6.888888889,1934.5,162.0026341,0.208247452,DDoS
80,1125664,3,4,26,11607,8.666666667,2901.75,10334.34488,6.218551895,DDoS
427,49,1,1,0,6,0.0,6.0,122448.9796,40816.32653,PortScan
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
21,8909271,9,15,100,188,11.11111111,12.53333333,32.32587717,2.693823097,FTP-Patator
80,1829518,3,5,26,11607,8.666666667,2321.4,6358.505355,4.372736426,DDoS
54337,1347,3,1,43,6,14.33333333,6.0,36377.13437,2969.56199,BENIGN
22,108,1,1,0,0,0.0,0.0,0.0,18518.51852,SSH-Patator
22,13468402,21,32,2008,2745,95.61904762,85.78125,352.9000694,3.935136477,SSH-Patator
3650,3,2,0,31,0,15.5,0.0,10300000.0,666666.6667,BENIGN
80,463869,3,6,26,11607,8.666666667,1934.5,25078.20096,19.40202945,DDoS
22,12784836,21,32,2008,2745,95.61904762,85.78125,371.7685546,4.145536165,SSH-Patator
22,11469918,22,32,2008,2745,91.27272727,85.78125,414.3883156,4.707967398,SSH-Patator
22,10408158,21,32,2008,2745,95.61904762,85.78125,456.6610153,5.092159439,SSH-Patator
443,3752011,5,1,135,46,27.0,46.0,48.24079674,1.599142433,BENIGN
80,696484,3,5,26,11607,8.666666667,2321.4,16702.46553,11.4862653,DDoS
80,171653,3,5,26,11601,8.666666667,2320.2,67735.48962,46.6056521,DDoS
21,227,2,1,14,0,7.0,0.0,61674.00881,13215.85903,FTP-Patator
21,8726665,9,15,107,188,11.88888889,12.53333333,33.80443732,2.750191511,FTP-Patator
1073,50,1,1,2,6,2.0,6.0,160000.0,40000.0,PortScan
80,459943,17,17,404,45546,23.76470588,2679.176471,99903.68372,73.9222034,BENIGN
53,61055,1,1,46,62,46.0,62.0,1768.896896,32.75734993,BENIGN
22,72,1,1,0,0,0.0,0.0,0.0,27777.77778,SSH-Patator
32779,62,1,1,0,6,0.0,6.0,96774.19355,32258.06452,PortScan
146,6,1,1,0,6,0.0,6.0,1000000.0,333333.3333,PortScan
53709,50,1,1,6,6,6.0,6.0,240000.0,40000.0,BENIGN
53,122412,1,1,44,97,44.0,97.0,1151.847858,16.33826749,BENIGN
443,847,3,0,43,0,14.33333333,0.0,50767.4144,3541.912633,BENIGN
22,12287850,21,31,2008,2745,95.61904762,88.5483871,386.8048519,4.231822491,SSH-Patator
22,63,1,1,0,0,0.0,0.0,0.0,31746.03175,SSH-Patator
22,87,1,1,0,0,0.0,0.0,0.0,22988.50575,SSH-Patator
7435,32,1,1,2,6,2.0,6.0,250000.0,62500.0,PortScan
443,15999144,11,8,1140,3066,103.6363636,383.25,262.8890646,1.187563535,BENIGN
21,9139419,9,15,104,188,11.55555556,12.53333333,31.94951452,2.625987494,FTP-Patator
443,5763756,10,7,854,3483,85.4,497.5714286,752.4607218,2.949465592,BENIGN
22,94,1,1,0,0,0.0,0.0,0.0,21276.59574,SSH-Patator
2366,23,1,1,2,6,2.0,6.0,347826.087,86956.52174,PortScan
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
54832,59,1,1,0,0,0.0,0.0,0.0,33898.30508,BENIGN
54980,90058742,6,9,12982,56,2163.666667,6.222222222,144.7721755,0.166557956,BENIGN
21,4,2,0,14,0,7.0,0.0,3500000.0,500000.0,FTP-Patator
80,51504,3,4,26,11601,8.666666667,2900.25,225749.4564,135.9117738,DDoS
21,250,2,1,14,0,7.0,0.0,56000.0,12000.0,FTP-Patator
21,10041996,9,15,108,188,12.0,12.53333333,29.4762117,2.389963111,FTP-Patator
21,8764349,9,15,109,188,12.11111111,12.53333333,33.88728587,2.738366535,FTP-Patator
880,87,1,1,0,6,0.0,6.0,68965.51724,22988.50575,PortScan
8086,81,1,1,2,6,2.0,6.0,98765.4321,24691.35802,PortScan
80,23193,3,6,26,11601,8.666666667,1933.5,501315.052,388.048118,DDoS
49152,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
22,60,1,1,0,0,0.0,0.0,0.0,33333.33333,SSH-Patator
22,13244433,21,32,2008,2745,95.61904762,85.78125,358.8677598,4.00168131,SSH-Patator
80,81245397,8,5,56,11607,7.0,2321.4,143.552748,0.160009065,DDoS
999,43,1,1,2,6,2.0,6.0,186046.5116,46511.62791,PortScan
22,96,1,1,24,0,24.0,0.0,250000.0,20833.33333,SSH-Patator
21,240,2,1,14,0,7.0,0.0,58333.33333,12500.0,FTP-Patator
53,48118,1,1,46,97,46.0,97.0,2971.860842,41.5644873,BENIGN
1166,91,1,1,2,6,2.0,6.0,87912.08791,21978.02198,PortScan
22,12707122,21,32,2008,2745,95.61904762,85.78125,374.0422103,4.170889364,SSH-Patator
1352,70,1,1,2,6,2.0,6.0,114285.7143,28571.42857,PortScan
21,9066738,9,15,101,188,11.22222222,12.53333333,31.87474922,2.647037998,FTP-Patator
56845,75559033,7,9,11607,62,1658.142857,6.888888889,154.4355392,0.21175496,BENIGN
6346,56,1,1,0,6,0.0,6.0,107142.8571,35714.28571,PortScan
21,255,2,1,14,0,7.0,0.0,54901.96078,11764.70588,FTP-Patator
80,166108,3,4,26,11607,8.666666667,2901.75,70032.74978,42.1412575,DDoS
21,259,2,1,14,0,7.0,0.0,54054.05405,11583.01158,FTP-Patator
22,10730809,22,32,2008,2745,91.27272727,85.78125,442.9302581,5.032239415,SSH-Patator
22,49,1,1,0,0,0.0,0.0,0.0,40816.32653,SSH-Patator
58806,346,3,0,31,0,10.33333333,0.0,89595.37572,8670.520231,BENIGN
53,49930,2,2,92,170,46.0,85.0,5247.346285,80.11215702,BENIGN
1192,98,1,1,0,6,0.0,6.0,61224.4898,20408.16327,PortScan
21,9839098,9,15,124,188,13.77777778,12.53333333,31.71022384,2.439247988,FTP-Patator
5922,45,1,1,0,6,0.0,6.0,133333.3333,44444.44444,PortScan
4003,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
4343,103,1,1,2,6,2.0,6.0,77669.90291,19417.47573,PortScan
80,1257624,3,5,26,11607,8.666666667,2321.4,9249.982507,6.361201758,DDoS
53,186,2,2,64,158,32.0,79.0,1193548.387,21505.37634,BENIGN
22,11665072,22,32,2008,2745,91.27272727,85.78125,407.4556934,4.629204175,SSH-Patator
80,8970811,5,0,30,0,6.0,0.0,3.34417925,0.557363208,DDoS
1093,92,1,1,0,6,0.0,6.0,65217.3913,21739.13043,PortScan
80,762561,3,5,26,11601,8.666666667,2320.2,15247.30481,10.490964,DDoS
3703,21,1,1,2,6,2.0,6.0,380952.381,95238.09524,PortScan
80,7091853,5,0,30,0,6.0,0.0,4.230206125,0.705034354,DDoS
21,3,2,0,14,0,7.0,0.0,4666666.667,666666.6667,FTP-Patator
22,36,1,1,0,0,0.0,0.0,0.0,55555.55556,SSH-Patator
22,11495184,19,31,2008,2745,105.6842105,88.5483871,413.477505,4.349647644,SSH-Patator
1050,44,1,1,0,6,0.0,6.0,136363.6364,45454.54545,PortScan
80,4887980,5,0,30,0,6.0,0.0,6.137504654,1.022917442,DDoS
21,377,2,1,14,0,7.0,0.0,37135.27851,7957.559682,FTP-Patator
7106,43,1,1,2,6,2.0,6.0,186046.5116,46511.62791,PortScan
53,30679,1,1,50,78,50.0,78.0,4172.235079,65.19117312,BENIGN
53,11470856,10,2,460,92,46.0,46.0,48.12195358,1.046129426,BENIGN
21,8955962,9,15,106,188,11.77777778,12.53333333,32.82729426,2.679779124,FTP-Patator
9575,45,1,1,2,6,2.0,6.0,177777.7778,44444.44444,PortScan
80,982092,3,5,26,11607,8.666666667,2321.4,11845.12245,8.145876354,DDoS
1149,44,1,1,2,6,2.0,6.0,181818.1818,45454.54545,PortScan
53,201,2,2,82,114,41.0,57.0,975124.3781,19900.49751,BENIGN
22,103,1,1,0,0,0.0,0.0,0.0,19417.47573,SSH-Patator
80,97907323,8,4,56,11607,7.0,2901.75,119.1228566,0.122564887,DDoS
22,28,1,1,0,0,0.0,0.0,0.0,71428.57143,SSH-Patator
21,9465681,9,15,108,188,12.0,12.53333333,31.27086155,2.535475261,FTP-Patator
465,49,1,1,2,6,2.0,6.0,163265.3061,40816.32653,PortScan
54888,60,1,2,6,12,6.0,6.0,300000.0,50000.0,BENIGN
366,63,1,1,2,6,2.0,6.0,126984.127,31746.03175,PortScan
49155,73,1,1,0,6,0.0,6.0,82191.78082,27397.26027,PortScan
80,5797806,5,0,30,0,6.0,0.0,5.174371133,0.862395189,DDoS
21,220,2,1,14,0,7.0,0.0,63636.36364,13636.36364,FTP-Patator
21,216,2,1,14,0,7.0,0.0,64814.81481,13888.88889,FTP-Patator
21,24,2,0,14,0,7.0,0.0,583333.3333,83333.33333,FTP-Patator
21,9856122,9,15,108,188,12.0,12.53333333,30.03209579,2.435034794,FTP-Patator
52751,96,1,1,0,0,0.0,0.0,0.0,20833.33333,BENIGN
9009,43,1,1,0,6,0.0,6.0,139534.8837,46511.62791,PortScan
22,47,1,1,0,0,0.0,0.0,0.0,42553.19149,SSH-Patator
21,8112549,9,15,103,188,11.44444444,12.53333333,35.87035345,2.958379666,FTP-Patator
1112,11,1,1,0,6,0.0,6.0,545454.5455,181818.1818,PortScan
24800,12,1,1,2,6,2.0,6.0,666666.6667,166666.6667,PortScan
995,32,1,1,2,6,2.0,6.0,250000.0,62500.0,PortScan
32774,16,1,1,2,6,2.0,6.0,500000.0,125000.0,PortScan
80,101741969,9,4,62,11607,6.888888889,2901.75,114.6920992,0.127774213,DDoS
50676,1340313,6,2,11607,26,1934.5,13.0,8679.315951,5.968755059,BENIGN
80,75770853,8,4,56,11601,7.0,2900.25,153.8454371,0.158372244,DDoS
21,9164167,9,15,109,188,12.11111111,12.53333333,32.4088376,2.618895967,FTP-Patator
53,203,2,2,64,204,32.0,102.0,1320197.044,19704.4335,BENIGN
22,69,1,1,0,0,0.0,0.0,0.0,28985.50725,SSH-Patator
80,1206959,3,4,26,11601,8.666666667,2900.25,9633.301545,5.799699907,DDoS
80,97926644,8,5,56,11607,7.0,2321.4,119.0993536,0.13275243,DDoS
80,72870550,8,6,56,11607,7.0,1934.5,160.0509396,0.192121509,DDoS
53,168,2,2,110,174,55.0,87.0,1690476.19,23809.52381,BENIGN
80,71061537,8,5,56,11607,7.0,2321.4,164.1253552,0.182940034,DDoS
22,98,1,1,0,0,0.0,0.0,0.0,20408.16327,SSH-Patator
2251,67,1,1,2,6,2.0,6.0,119402.9851,29850.74627,PortScan
80,462084,3,5,26,11607,8.666666667,2321.4,25175.07639,17.31286952,DDoS
21,229,2,1,14,0,7.0,0.0,61135.37118,13100.43668,FTP-Patator
9917,18,1,1,2,6,2.0,6.0,444444.4444,111111.1111,PortScan
21,9159085,9,15,107,188,11.88888889,12.53333333,32.2084575,2.620349085,FTP-Patator
80,80647396,8,5,56,11601,7.0,2320.2,144.5427947,0.161195533,DDoS
2004,74,1,1,0,6,0.0,6.0,81081.08108,27027.02703,PortScan
8093,84,1,1,0,6,0.0,6.0,71428.57143,23809.52381,PortScan
443,654518,10,8,535,3431,53.5,428.875,6059.420826,27.50115352,BENIGN
80,99329784,8,5,56,11607,7.0,2321.4,117.4169472,0.13087716,DDoS
21,8707951,9,15,102,188,11.33333333,12.53333333,33.30289755,2.756101866,FTP-Patator
53,23752,2,2,62,360,31.0,180.0,17766.92489,168.406871,BENIGN
53,24034,2,2,62,208,31.0,104.0,11234.08505,166.4308896,BENIGN
21,9596779,9,15,114,188,12.66666667,12.53333333,31.4688918,2.500839084,FTP-Patator
53,71704,2,2,74,190,37.0,95.0,3681.802968,55.78489345,BENIGN
21,4,2,0,14,0,7.0,0.0,3500000.0,500000.0,FTP-Patator
53,107042,1,1,45,104,45.0,104.0,1391.976981,18.68425478,BENIGN
443,5069328,8,3,378,4416,47.25,1472.0,945.6874757,2.169912856,BENIGN
80,123190,3,5,26,11601,8.666666667,2320.2,94382.66093,64.94033607,DDoS
80,19738154,5,5,448,1780,89.6,356.0,112.8778304,0.506632991,BENIGN
80,239231,1,1,0,0,0.0,0.0,0.0,8.360120553,BENIGN
53,152,2,2,68,100,34.0,50.0,1105263.158,26315.78947,BENIGN
80,8191618,4,0,24,0,6.0,0.0,2.92982412,0.48830402,DDoS
22,13213812,22,33,2008,2745,91.27272727,83.18181818,359.6993812,4.162311375,SSH-Patator
22,72,1,1,0,0,0.0,0.0,0.0,27777.77778,SSH-Patator
3370,50,1,1,0,6,0.0,6.0,120000.0,40000.0,PortScan
54766,72632354,5,10,11613,68,2322.6,6.8,160.8236462,0.206519535,BENIGN
22,12992655,21,32,2008,2745,95.61904762,85.78125,365.8220741,4.079227841,SSH-Patator
22,10993195,22,33,2008,2745,91.27272727,83.18181818,432.3583817,5.003095097,SSH-Patator
22,12733493,21,32,2008,2745,95.61904762,85.78125,373.2675708,4.162251473,SSH-Patator
2021,17,1,1,0,6,0.0,6.0,352941.1765,117647.0588,PortScan
22,11695685,21,32,2008,2745,95.61904762,85.78125,406.389194,4.531585794,SSH-Patator
80,785252,3,6,26,11607,8.666666667,1934.5,14814.35259,11.46128886,DDoS
53,147888,2,2,60,344,30.0,172.0,2731.797036,27.0474954,BENIGN
22,11870045,21,32,2008,2745,95.61904762,85.78125,400.419712,4.465020983,SSH-Patator
21,9183779,9,15,102,188,11.33333333,12.53333333,31.57741492,2.613303304,FTP-Patator
