Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Mean,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Label
56759,4900,3,1,50,6,16.66666667,6.0,11428.57143,816.3265306,BENIGN
53,209,2,2,62,190,31.0,95.0,1205741.627,19138.75598,BENIGN
80,3227718,3,3,0,0,0.0,0.0,0.0,1.858898454,BENIGN
443,61636,9,5,528,3506,58.66666667,701.2,65448.76371,227.1399831,BENIGN
53,3368575,2,2,93,174,46.5,87.0,79.26200248,1.18744573,BENIGN
80,5013797,26,34,4411,40797,169.6538462,1199.911765,9016.719265,11.96697832,BENIGN
53,23761,2,2,60,92,30.0,46.0,6397.037162,168.3430832,BENIGN
80,105291,1,1,6,6,6.0,6.0,113.969855,18.99497583,BENIGN
35506,82,1,2,0,0,0.0,0.0,0.0,36585.36585,BENIGN
80,3106364,3,3,6,6,2.0,2.0,3.8630373,1.93151865,BENIGN
443,5298367,29,43,898,77264,30.96551724,1796.837209,14752.09248,13.58909264,BENIGN
53,218700,1,1,39,123,39.0,123.0,740.7407407,9.144947417,BENIGN
80,131,2,0,0,0,0.0,0.0,0.0,15267.17557,BENIGN
53,61194,2,2,68,380,34.0,190.0,7320.979181,65.36588554,BENIGN
56393,4,2,0,12,0,6.0,0.0,3000000.0,500000.0,BENIGN
53,48224,2,2,70,262,35.0,131.0,6884.538819,82.94625083,BENIGN
53,24027,1,1,46,124,46.0,124.0,7075.373538,83.23968868,BENIGN
51438,438080,5,2,11601,26,2320.2,13.0,26540.81446,15.97881665,BENIGN
80,77161,4,5,1690,309,422.5,61.8,25906.87005,116.6392348,BENIGN
443,933462,54,75,935,157825,17.31481481,2104.333333,170076.5537,138.1952345,BENIGN
53,48097,1,1,54,110,54.0,110.0,3409.776078,41.58263509,BENIGN
80,314,2,0,12,0,6.0,0.0,38216.56051,6369.426752,BENIGN
80,119875243,19,16,1425,2943,75.0,183.9375,36.43788234,0.291970211,BENIGN
55175,74006733,6,9,11613,62,1935.5,6.888888889,157.7559166,0.202684261,BENIGN
443,189,2,0,12,0,6.0,0.0,63492.06349,10582.01058,BENIGN
7890,4,2,0,31,0,15.5,0.0,7750000.0,500000.0,BENIGN
53,263,2,2,54,86,27.0,43.0,532319.3916,15209.12548,BENIGN
443,118483582,24,21,5322,2463,221.75,117.2857143,65.7053059,0.379799456,BENIGN
58363,3,1,1,0,0,0.0,0.0,0.0,666666.6667,BENIGN
53,122609,1,1,44,186,44.0,186.0,1875.881868,16.31201625,BENIGN
53,62646286,2,2,98,215,49.0,107.5,4.996305767,0.063850553,BENIGN
443,158839,25,43,871,64624,34.84,1502.883721,412335.7614,428.1064474,BENIGN
443,892510,9,11,703,3950,78.11111111,359.0909091,5213.386965,22.40871251,BENIGN
443,5141203,7,3,617,166,88.14285714,55.33333333,152.2989853,1.945070055,BENIGN
53,171,2,2,74,106,37.0,53.0,1052631.579,23391.81287,BENIGN
80,59481,3,4,419,2265,139.6666667,566.25,45123.65293,117.6846388,BENIGN
53,71845,1,1,58,248,58.0,248.0,4259.169044,27.83770617,BENIGN
57753,205385,6,2,11601,26,1933.5,13.0,56610.75541,38.95123792,BENIGN
88,455,2,2,356,358,178.0,179.0,1569230.769,8791.208791,BENIGN
53,88217017,2,2,121,380,60.5,190.0,5.679176388,0.045342726,BENIGN
53,258,2,2,64,258,32.0,129.0,1248062.016,15503.87597,BENIGN
80,81,2,0,12,0,6.0,0.0,148148.1481,24691.35802,BENIGN
53,221286,1,1,73,125,73.0,125.0,894.7696646,9.03807742,BENIGN
53,540,1,1,44,60,44.0,60.0,192592.5926,3703.703704,BENIGN
443,5788260,6,4,611,168,101.8333333,42.0,134.5827589,1.727634902,BENIGN
53,197,2,2,70,166,35.0,83.0,1197969.543,20304.56853,BENIGN
60824,736,1,1,0,0,0.0,0.0,0.0,2717.391304,BENIGN
80,115397432,16,14,588,704,36.75,50.28571429,11.1960897,0.259971123,BENIGN
6460,22,1,1,6,6,6.0,6.0,545454.5455,90909.09091,BENIGN
53,723,1,1,72,129,72.0,129.0,278008.2988,2766.251729,BENIGN
53,132,2,2,90,122,45.0,61.0,1606060.606,30303.0303,BENIGN
80,116091279,35,37,1091,57547,31.17142857,1555.324324,505.1025409,0.620201626,BENIGN
53,236,2,2,68,220,34.0,110.0,1220338.983,16949.15254,BENIGN
53,30498,1,1,53,128,53.0,128.0,5934.815398,65.57807069,BENIGN
80,5364028,3,1,0,0,0.0,0.0,0.0,0.745708263,BENIGN
80,560355,3,5,26,11607,8.666666667,2321.4,20760.05389,14.2766639,DDoS
80,56138,5,0,30,0,6.0,0.0,534.3973779,89.06622965,DDoS
80,801425,3,5,26,11607,8.666666667,2321.4,14515.39445,9.982219172,DDoS
80,629138,3,5,26,11607,8.666666667,2321.4,18490.3789,12.71581116,DDoS
80,9172767,6,0,36,0,6.0,0.0,3.924660901,0.65411015,DDoS
80,1333049,3,6,26,11607,8.666666667,1934.5,8726.61095,6.751439745,DDoS
80,71100,3,5,26,11607,8.666666667,2321.4,163614.6273,112.5175809,DDoS
80,74885905,8,5,56,11607,7.0,2321.4,155.7435942,0.173597421,DDoS
80,7669811,5,0,30,0,6.0,0.0,3.911439278,0.651906546,DDoS
80,685147,4,0,24,0,6.0,0.0,35.02897918,5.838163197,DDoS
80,73711431,8,5,56,11601,7.0,2320.2,158.1437213,0.176363419,DDoS
80,7848854,4,0,24,0,6.0,0.0,3.057771236,0.509628539,DDoS
80,1044171,3,6,26,11601,8.666666667,1933.5,11135.14932,8.619277877,DDoS
80,80220982,8,6,56,11601,7.0,1933.5,145.3111108,0.174517933,DDoS
80,76934576,8,4,56,11601,7.0,2900.25,151.5183498,0.155976683,DDoS
80,5761863,4,0,24,0,6.0,0.0,4.165319446,0.694219908,DDoS
80,116194,3,6,26,11601,8.666666667,1933.5,100065.4079,77.4566673,DDoS
80,67732,3,5,26,11607,8.666666667,2321.4,171750.4282,118.1125613,DDoS
80,1797045,3,6,26,11601,8.666666667,1933.5,6470.066136,5.008221831,DDoS
80,71349475,8,4,56,11601,7.0,2900.25,163.3789176,0.168186241,DDoS
80,82746878,8,5,56,11607,7.0,2321.4,140.9479159,0.157105625,DDoS
80,803659,3,5,26,11607,8.666666667,2321.4,14475.04476,9.954470739,DDoS
80,8102882,4,0,24,0,6.0,0.0,2.961909108,0.493651518,DDoS
80,8962769,4,0,24,0,6.0,0.0,2.677743898,0.44629065,DDoS
80,171653,3,5,26,11601,8.666666667,2320.2,67735.48962,46.6056521,DDoS
80,2018962,4,0,24,0,6.0,0.0,11.88729654,1.98121609,DDoS
80,6683844,4,0,24,0,6.0,0.0,3.590748079,0.598458013,DDoS
80,80238241,8,5,56,11607,7.0,2321.4,145.3546321,0.16201751,DDoS
80,77023507,8,5,56,11607,7.0,2321.4,151.4213057,0.168779643,DDoS
80,8724775,4,0,24,0,6.0,0.0,2.75078727,0.458464545,DDoS
80,482237,3,6,26,11607,8.666666667,1934.5,24122.99347,18.66302254,DDoS
80,3077438,4,0,24,0,6.0,0.0,7.798694888,1.299782481,DDoS
80,1368749,3,4,26,11601,8.666666667,2900.25,8494.618078,5.114158988,DDoS
80,100201165,8,4,56,11607,7.0,2901.75,116.3958523,0.119759087,DDoS
80,158270,3,5,26,11607,8.666666667,2321.4,73500.97934,50.5465344,DDoS
80,10077751,4,0,24,0,6.0,0.0,2.381483726,0.396913954,DDoS
80,1045800,3,4,26,11607,8.666666667,2901.75,11123.54179,6.693440428,DDoS
80,99104403,8,4,56,11601,7.0,2900.25,117.6234319,0.121084429,DDoS
80,60014,3,4,26,11601,8.666666667,2900.25,193738.1278,116.6394508,DDoS
80,1639053,3,6,26,11607,8.666666667,1934.5,7097.390993,5.490975582,DDoS
80,4875868,6,0,36,0,6.0,0.0,7.383300778,1.23055013,DDoS
80,161,2,1,12,6,6.0,6.0,111801.2422,18633.54037,DDoS
80,7470841,5,0,30,0,6.0,0.0,4.015612165,0.669268694,DDoS
80,1149813,3,7,26,11607,8.666666667,1658.142857,10117.29733,8.697066393,DDoS
80,2076965,5,0,30,0,6.0,0.0,14.44415289,2.407358814,DDoS
80,1862935,3,5,26,11607,8.666666667,2321.4,6244.447606,4.29429905,DDoS
80,1346970,4,0,24,0,6.0,0.0,17.81776877,2.969628128,DDoS
80,5211885,4,0,24,0,6.0,0.0,4.604859854,0.767476642,DDoS
80,300034,5,0,30,0,6.0,0.0,99.98866795,16.66477799,DDoS
80,8032160,8,4,56,11607,7.0,2901.75,1452.037808,1.493994144,DDoS
80,698145,3,5,26,11601,8.666666667,2320.2,16654.13345,11.45893761,DDoS
80,749550,3,5,26,11607,8.666666667,2321.4,15519.97865,10.67307051,DDoS
80,1665953,4,0,24,0,6.0,0.0,14.40616872,2.40102812,DDoS
80,1770718,3,6,26,11607,8.666666667,1934.5,6569.651407,5.082683973,DDoS
80,512246,3,5,26,11601,8.666666667,2320.2,22698.07866,15.61749628,DDoS
80,8057711,4,0,24,0,6.0,0.0,2.978513377,0.496418896,DDoS
80,51367,3,5,26,11601,8.666666667,2320.2,226351.5487,155.7420134,DDoS
80,1402911,3,5,26,11607,8.666666667,2321.4,8292.044185,5.702428736,DDoS
80,97907323,8,4,56,11607,7.0,2901.75,119.1228566,0.122564887,DDoS
80,810361,3,4,26,11601,8.666666667,2900.25,14347.92642,8.638125477,DDoS
80,5331867,5,0,30,0,6.0,0.0,5.626546949,0.937757825,DDoS
80,764348,3,6,26,11607,8.666666667,1934.5,15219.50734,11.77474135,DDoS
80,71344584,8,4,56,11601,7.0,2900.25,163.390118,0.168197771,DDoS
80,696484,3,5,26,11607,8.666666667,2321.4,16702.46553,11.4862653,DDoS
80,1176537,3,5,26,11601,8.666666667,2320.2,9882.392139,6.799616162,DDoS
80,77029955,8,5,56,11607,7.0,2321.4,151.4086306,0.168765515,DDoS
80,6209758,4,0,24,0,6.0,0.0,3.864884912,0.644147485,DDoS
80,175681,3,6,26,11607,8.666666667,1934.5,66216.60851,51.22921659,DDoS
80,53692,3,5,26,11607,8.666666667,2321.4,216661.7001,148.9979885,DDoS
80,127781,3,5,26,11607,8.666666667,2321.4,91038.57381,62.60711686,DDoS
80,293175,3,4,26,11607,8.666666667,2901.75,39679.37239,23.87652426,DDoS
80,3081950,4,0,24,0,6.0,0.0,7.787277535,1.297879589,DDoS
80,990551,3,6,26,11601,8.666666667,1933.5,11737.91153,9.085852218,DDoS
80,96947485,8,4,56,11607,7.0,2901.75,120.302244,0.123778353,DDoS
80,1396206,3,6,26,11607,8.666666667,1934.5,8331.865069,6.446040198,DDoS
80,9050819,5,0,30,0,6.0,0.0,3.314617163,0.552436194,DDoS
80,1421314,3,6,26,11607,8.666666667,1934.5,8184.67981,6.332168683,DDoS
80,89399711,8,5,56,11607,7.0,2321.4,130.4590347,0.14541434,DDoS
80,1900988,6,0,36,0,6.0,0.0,18.93752091,3.156253485,DDoS
80,1666658,3,4,26,11601,8.666666667,2900.25,6976.236276,4.20002184,DDoS
80,7844810,5,0,30,0,6.0,0.0,3.824184397,0.637364066,DDoS
80,250042,3,5,26,11601,8.666666667,2320.2,46500.18797,31.9946249,DDoS
80,672241,3,4,26,11601,8.666666667,2900.25,17295.8805,10.41293227,DDoS
80,11129677,6,0,36,0,6.0,0.0,3.234595218,0.539099203,DDoS
80,910418,3,5,26,11607,8.666666667,2321.4,12777.64719,8.787172486,DDoS
80,637495,3,6,26,11607,8.666666667,1934.5,18247.98626,14.11775779,DDoS
80,4089941,5,0,30,0,6.0,0.0,7.335069137,1.222511523,DDoS
80,93817,3,5,26,11607,8.666666667,2321.4,123996.717,85.272392,DDoS
80,2642006,5,0,30,0,6.0,0.0,11.35500828,1.89250138,DDoS
80,38915,3,7,26,11601,8.666666667,1657.285714,298779.391,256.9703199,DDoS
80,1849292,3,6,26,11607,8.666666667,1934.5,6290.515505,4.866727375,DDoS
80,1607019,3,6,26,11601,8.666666667,1933.5,7235.135366,5.600431607,DDoS
80,73896588,8,5,56,11601,7.0,2320.2,157.7474727,0.175921519,DDoS
80,7091853,5,0,30,0,6.0,0.0,4.230206125,0.705034354,DDoS
80,3022356,4,0,24,0,6.0,0.0,7.940824972,1.323470829,DDoS
80,115154,3,5,26,11601,8.666666667,2320.2,100969.137,69.47218507,DDoS
80,8133532,4,0,24,0,6.0,0.0,2.950747596,0.491791266,DDoS
80,1838591,3,6,26,11607,8.666666667,1934.5,6327.127675,4.895052788,DDoS
80,1164345,3,4,26,11601,8.666666667,2900.25,9985.871885,6.011963808,DDoS
80,51158,3,4,26,11607,8.666666667,2901.75,227393.565,136.8309942,DDoS
80,72030665,9,5,62,11601,6.888888889,2320.2,161.9171501,0.194361665,DDoS
80,1792966,3,6,26,11607,8.666666667,1934.5,6488.131956,5.019615542,DDoS
80,82830957,8,6,56,11607,7.0,1934.5,140.8048443,0.169018933,DDoS
80,7935776,4,0,24,0,6.0,0.0,3.024278911,0.504046485,DDoS
80,80940539,8,5,56,11607,7.0,2321.4,144.0934314,0.16061173,DDoS
80,47230,3,6,26,11601,8.666666667,1933.5,246178.2765,190.5568495,DDoS
80,1731994,3,4,26,11607,8.666666667,2901.75,6716.53597,4.04158444,DDoS
80,10207142,4,0,24,0,6.0,0.0,2.351294809,0.391882468,DDoS
80,3004886,5,0,30,0,6.0,0.0,9.983739816,1.663956636,DDoS
80,9614761,4,0,24,0,6.0,0.0,2.496161891,0.416026982,DDoS
80,10135733,5,0,30,0,6.0,0.0,2.959825402,0.493304234,DDoS
80,10407781,5,0,30,0,6.0,0.0,2.882458807,0.480409801,DDoS
80,98561980,8,4,56,11601,7.0,2900.25,118.2707571,0.121750801,DDoS
80,1250562,3,6,26,11607,8.666666667,1934.5,9302.217723,7.196764335,DDoS
80,6053860,4,0,24,0,6.0,0.0,3.964412788,0.660735465,DDoS
80,338823,3,5,26,11607,8.666666667,2321.4,34333.56059,23.611148,DDoS
80,530049,3,6,26,11607,8.666666667,1934.5,21947.02754,16.97956227,DDoS
80,1610961,4,0,24,0,6.0,0.0,14.8979398,2.482989967,DDoS
80,7688096,4,0,24,0,6.0,0.0,3.121709198,0.520284866,DDoS
80,6024834,5,0,30,0,6.0,0.0,4.979390304,0.829898384,DDoS
80,6130840,5,0,30,0,6.0,0.0,4.893293578,0.81554893,DDoS
80,3275699,2,0,12,0,6.0,0.0,3.663340252,0.610556709,DDoS
80,96705385,8,6,56,11601,7.0,1933.5,120.5413742,0.144769601,DDoS
80,1834145,3,5,26,11601,8.666666667,2320.2,6339.193466,4.361705318,DDoS
80,1832984,3,6,26,11601,8.666666667,1933.5,6343.20867,4.910026492,DDoS
80,102301761,8,6,56,11601,7.0,1933.5,113.9472076,0.136850039,DDoS
80,4853020,4,0,24,0,6.0,0.0,4.945374221,0.824229037,DDoS
80,92618319,8,5,56,11607,7.0,2321.4,125.9254122,0.140361001,DDoS
80,12056657,4,0,24,0,6.0,0.0,1.990601541,0.331766923,DDoS
80,8138037,4,0,24,0,6.0,0.0,2.949114141,0.491519024,DDoS
80,1733994,4,0,24,0,6.0,0.0,13.84087834,2.306813057,DDoS
80,6313943,5,0,30,0,6.0,0.0,4.751389108,0.791898185,DDoS
80,70587,3,5,26,11601,8.666666667,2320.2,164718.7159,113.3353167,DDoS
80,4733889,5,0,30,0,6.0,0.0,6.337284208,1.056214035,DDoS
80,79198942,8,5,56,11601,7.0,2320.2,147.1863096,0.164143607,DDoS
80,817456,3,4,26,11607,8.666666667,2901.75,14230.73535,8.563152023,DDoS
80,932321,2,7,20,11601,10.0,1657.285714,12464.59106,9.653327556,DDoS
80,1257624,3,5,26,11607,8.666666667,2321.4,9249.982507,6.361201758,DDoS
80,930476,3,6,26,11607,8.666666667,1934.5,12502.20317,9.672468715,DDoS
80,7646826,4,0,24,0,6.0,0.0,3.138557095,0.523092849,DDoS
80,4114661,4,0,24,0,6.0,0.0,5.832801293,0.972133549,DDoS
80,91524565,8,6,56,11607,7.0,1934.5,127.4302697,0.152964398,DDoS
80,249857,3,6,26,11607,8.666666667,1934.5,46558.63154,36.02060379,DDoS
80,817237,3,6,26,11601,8.666666667,1933.5,14227.20704,11.01271724,DDoS
80,1014294,3,6,26,11607,8.666666667,1934.5,11469.06124,8.873166952,DDoS
80,1209089,5,0,30,0,6.0,0.0,24.81206925,4.135344875,DDoS
80,9933713,5,0,30,0,6.0,0.0,3.020018799,0.503336466,DDoS
80,65268,3,6,26,11601,8.666666667,1933.5,178142.4281,137.892995,DDoS
80,2037950,5,0,30,0,6.0,0.0,14.72067519,2.453445865,DDoS
80,4163283,4,0,24,0,6.0,0.0,5.764681382,0.96078023,DDoS
80,97000477,8,4,56,11607,7.0,2901.75,120.2365221,0.123710732,DDoS
80,5877892,5,0,30,0,6.0,0.0,5.103870571,0.850645095,DDoS
80,1607289,3,4,26,11601,8.666666667,2900.25,7233.919973,4.355159526,DDoS
80,10121755,5,0,30,0,6.0,0.0,2.963912879,0.49398548,DDoS
80,2190984,5,0,30,0,6.0,0.0,13.6924779,2.28207965,DDoS
80,224182,3,6,26,11601,8.666666667,1933.5,51864.11041,40.14595284,DDoS
80,71280242,9,4,62,11601,6.888888889,2900.25,163.6217789,0.18237873,DDoS
80,97852061,8,7,56,11601,7.0,1657.285714,119.1288143,0.153292632,DDoS
80,576344,3,6,26,11607,8.666666667,1934.5,20184.12615,15.61567397,DDoS
80,1798902,3,5,26,11607,8.666666667,2321.4,6466.722478,4.44715721,DDoS
80,90813903,8,5,56,11601,7.0,2320.2,128.361403,0.143149888,DDoS
80,8261031,7,5,50,11607,7.142857143,2321.4,1411.082951,1.452603192,DDoS
80,631324,2,5,20,11607,10.0,2321.4,18416.85094,11.08780911,DDoS
80,21470,3,6,26,11601,8.666666667,1933.5,541546.3437,419.1895668,DDoS
80,786335,3,5,26,11607,8.666666667,2321.4,14793.94914,10.17378089,DDoS
80,4114451,4,0,24,0,6.0,0.0,5.833098997,0.972183166,DDoS
80,100343734,8,6,56,11601,7.0,1933.5,116.1706819,0.139520421,DDoS
80,10533899,4,0,24,0,6.0,0.0,2.278358659,0.379726443,DDoS
80,3563005,4,0,24,0,6.0,0.0,6.735887264,1.122647877,DDoS
80,8295140,5,0,30,0,6.0,0.0,3.616575489,0.602762581,DDoS
80,80275854,8,5,56,11601,7.0,2320.2,145.2117844,0.161941597,DDoS
80,2093132,5,0,30,0,6.0,0.0,14.33258868,2.388764779,DDoS
80,454590,3,5,26,11607,8.666666667,2321.4,25590.09217,17.59827537,DDoS
80,10060375,4,0,24,0,6.0,0.0,2.385596958,0.397599493,DDoS
80,1678599,3,5,26,11607,8.666666667,2321.4,6930.18404,4.765879165,DDoS
80,11794740,4,0,24,0,6.0,0.0,2.034805345,0.339134224,DDoS
80,99528364,8,6,56,11607,7.0,1934.5,117.1826757,0.140663419,DDoS
80,8022815,4,0,24,0,6.0,0.0,2.991468705,0.498578118,DDoS
80,2264128,5,0,30,0,6.0,0.0,13.25013427,2.208355711,DDoS
80,6759970,4,0,24,0,6.0,0.0,3.550311614,0.591718602,DDoS
80,1132759,3,7,26,11607,8.666666667,1658.142857,10269.61604,8.828003132,DDoS
80,176251,3,5,26,11607,8.666666667,2321.4,66002.4624,45.38981339,DDoS
80,544772,3,6,26,11607,8.666666667,1934.5,21353.8875,16.52067287,DDoS
80,855074,5,0,30,0,6.0,0.0,35.08468273,5.847447122,DDoS
80,88693352,8,6,56,11601,7.0,1933.5,131.4303692,0.157847231,DDoS
80,80592970,8,4,56,11607,7.0,2901.75,144.7148554,0.148896362,DDoS
80,5391892,5,0,30,0,6.0,0.0,5.563909663,0.927318277,DDoS
80,9519744,5,0,30,0,6.0,0.0,3.151345246,0.525224208,DDoS
80,1061955,4,0,24,0,6.0,0.0,22.59982768,3.766637946,DDoS
80,7493792,4,0,24,0,6.0,0.0,3.202650941,0.533775157,DDoS
80,166369,3,4,26,11607,8.666666667,2901.75,69922.88227,42.07514621,DDoS
80,1262399,3,5,26,11601,8.666666667,2320.2,9210.24177,6.337140635,DDoS
80,82669611,8,5,56,11601,7.0,2320.2,141.0070745,0.157252464,DDoS
80,5486911,5,0,30,0,6.0,0.0,5.467557247,0.911259541,DDoS
80,81245397,8,5,56,11607,7.0,2321.4,143.552748,0.160009065,DDoS
80,93950061,8,5,56,11601,7.0,2320.2,124.0765559,0.138371384,DDoS
80,82155788,8,5,56,11607,7.0,2321.4,141.9620003,0.15823596,DDoS
80,463869,3,6,26,11607,8.666666667,1934.5,25078.20096,19.40202945,DDoS
80,1339279,3,5,26,11607,8.666666667,2321.4,8686.016879,5.97336328,DDoS
80,8191798,4,0,24,0,6.0,0.0,2.929759743,0.48829329,DDoS
80,41730,3,5,26,11601,8.666666667,2320.2,278624.4908,191.7086029,DDoS
80,1886422,3,6,26,11607,8.666666667,1934.5,6166.70077,4.770936726,DDoS
80,2046939,5,0,30,0,6.0,0.0,14.6560303,2.442671716,DDoS
80,102095009,8,6,56,11607,7.0,1934.5,114.2367302,0.137127173,DDoS
80,81744925,8,4,56,11601,7.0,2900.25,142.6021248,0.146798104,DDoS
80,10292763,5,0,30,0,6.0,0.0,2.914669268,0.485778211,DDoS
80,6254817,4,0,24,0,6.0,0.0,3.837042714,0.639507119,DDoS
80,1782428,3,5,26,11601,8.666666667,2320.2,6523.124637,4.488259834,DDoS
80,208958,3,5,26,11607,8.666666667,2321.4,55671.47465,38.28520564,DDoS
80,754283,3,5,26,11607,8.666666667,2321.4,15422.59338,10.60609877,DDoS
80,12073729,5,0,30,0,6.0,0.0,2.48473359,0.414122265,DDoS
80,6051829,5,0,30,0,6.0,0.0,4.957179061,0.82619651,DDoS
80,391228,3,5,26,11601,8.666666667,2320.2,29719.243,20.44843416,DDoS
80,12163706,5,0,30,0,6.0,0.0,2.466353593,0.411058932,DDoS
80,10100728,5,0,30,0,6.0,0.0,2.970082948,0.495013825,DDoS
80,2706958,5,0,30,0,6.0,0.0,11.08255097,1.847091828,DDoS
80,10167780,4,0,24,0,6.0,0.0,2.360397255,0.393399542,DDoS
80,3127804,4,0,24,0,6.0,0.0,7.673115067,1.278852511,DDoS
80,445291,3,5,26,11607,8.666666667,2321.4,26124.48938,17.96577968,DDoS
80,35614,3,5,26,11601,8.666666667,2320.2,326472.7354,224.6307632,DDoS
80,81651357,8,5,56,11607,7.0,2321.4,142.8390223,0.15921352,DDoS
80,391364,3,5,26,11601,8.666666667,2320.2,29708.91549,20.44132828,DDoS
80,71553,3,4,26,11601,8.666666667,2900.25,162494.9338,97.82958087,DDoS
80,2569938,4,0,24,0,6.0,0.0,9.338746694,1.556457782,DDoS
80,9114459,7,5,50,11607,7.142857143,2321.4,1278.956875,1.316589388,DDoS
80,46288,3,4,26,11601,8.666666667,2900.25,251188.2129,151.2270999,DDoS
80,977347,3,6,26,11601,8.666666667,1933.5,11896.49122,9.208602472,DDoS
80,111640,3,6,26,11607,8.666666667,1934.5,104201.0032,80.61626657,DDoS
80,693751,3,6,26,11607,8.666666667,1934.5,16768.26412,12.97295427,DDoS
80,37,3,1,18,1375,6.0,1375.0,37600000.0,108108.1081,DDoS
80,773905,3,5,26,11601,8.666666667,2320.2,15023.80783,10.33718609,DDoS
80,172996,3,4,26,11601,8.666666667,2900.25,67209.64647,40.46336331,DDoS
80,77458473,8,4,56,11607,7.0,2901.75,150.5710034,0.154921722,DDoS
80,3917944,5,0,30,0,6.0,0.0,7.657077283,1.276179547,DDoS
80,8109789,5,0,30,0,6.0,0.0,3.699233112,0.616538852,DDoS
80,50848,3,7,26,11601,8.666666667,1657.285714,228661.8943,196.6645689,DDoS
80,99329784,8,5,56,11607,7.0,2321.4,117.4169472,0.13087716,DDoS
80,731070,3,5,26,11601,8.666666667,2320.2,15904.08579,10.94286457,DDoS
80,3429510,5,0,30,0,6.0,0.0,8.747605343,1.457934224,DDoS
80,217007,3,4,26,11607,8.666666667,2901.75,53606.56569,32.25702397,DDoS
80,75015201,8,6,56,11607,7.0,1934.5,155.475155,0.186628841,DDoS
80,1494890,3,6,26,11607,8.666666667,1934.5,7781.84348,6.02050987,DDoS
80,860487,4,0,24,0,6.0,0.0,27.89118255,4.648530425,DDoS
80,867956,3,5,26,11607,8.666666667,2321.4,13402.75313,9.217057086,DDoS
80,23988,3,5,26,11601,8.666666667,2320.2,484700.6837,333.5000834,DDoS
80,5194874,4,0,24,0,6.0,0.0,4.619938809,0.769989801,DDoS
80,6915872,6,0,36,0,6.0,0.0,5.205417336,0.867569556,DDoS
80,5550865,4,0,24,0,6.0,0.0,4.323650458,0.72060841,DDoS
80,228487,5,0,30,0,6.0,0.0,131.2984984,21.88308306,DDoS
80,58685,3,5,26,11601,8.666666667,2320.2,198125.5858,136.321036,DDoS
80,138582,3,6,26,11607,8.666666667,1934.5,83943.08063,64.94349916,DDoS
80,218928,3,4,26,11601,8.666666667,2900.25,53108.78462,31.97398231,DDoS
80,104269,3,7,26,11601,8.666666667,1657.285714,111509.6529,95.90578216,DDoS
80,799420,4,0,24,0,6.0,0.0,30.02176578,5.00362763,DDoS
80,1326390,3,6,26,11607,8.666666667,1934.5,8770.421972,6.78533463,DDoS
80,97782529,9,5,62,11607,6.888888889,2321.4,119.3362467,0.143174861,DDoS
80,801170,3,5,26,11601,8.666666667,2320.2,14512.52543,9.985396358,DDoS
80,669454,3,4,26,11607,8.666666667,2901.75,17376.8474,10.45628228,DDoS
80,726236,3,8,26,11601,8.666666667,1450.125,16009.94718,15.14659147,DDoS
80,62620,3,4,26,11601,8.666666667,2900.25,185675.503,111.7853721,DDoS
80,4540307,5,0,30,0,6.0,0.0,6.60748271,1.101247118,DDoS
80,8047850,5,0,30,0,6.0,0.0,3.727703672,0.621283945,DDoS
80,30138,3,5,26,11601,8.666666667,2320.2,385792.0234,265.4456168,DDoS
80,3080080,4,0,24,0,6.0,0.0,7.792005402,1.298667567,DDoS
80,54439,3,5,26,11601,8.666666667,2320.2,213578.5007,146.9534709,DDoS
80,8052853,4,0,24,0,6.0,0.0,2.980310208,0.496718368,DDoS
80,43127,3,4,26,11601,8.666666667,2900.25,269599.0911,162.3113131,DDoS
80,8046824,5,0,30,0,6.0,0.0,3.728178968,0.621363161,DDoS
80,8554003,4,0,24,0,6.0,0.0,2.805703949,0.467617325,DDoS
80,1042127,3,6,26,11607,8.666666667,1934.5,11162.74696,8.636183498,DDoS
80,80996643,8,4,56,11601,7.0,2900.25,143.9195449,0.148154288,DDoS
80,2120956,5,0,30,0,6.0,0.0,14.144565,2.3574275,DDoS
80,8031833,5,0,30,0,6.0,0.0,3.735137421,0.622522904,DDoS
80,687762,3,5,26,11607,8.666666667,2321.4,16914.28139,11.63193081,DDoS
80,860100,3,4,26,11601,8.666666667,2900.25,13518.19556,8.138588536,DDoS
80,1993976,5,0,30,0,6.0,0.0,15.04531649,2.507552749,DDoS
80,77009057,9,5,62,11601,6.888888889,2320.2,151.4497184,0.181796798,DDoS
80,87341,3,7,26,11607,8.666666667,1658.142857,133190.5978,114.4937658,DDoS
80,95898851,8,6,56,11601,7.0,1933.5,121.5551582,0.145987151,DDoS
80,22669,3,5,26,11607,8.666666667,2321.4,513167.7621,352.904848,DDoS
80,18456,3,6,26,11601,8.666666667,1933.5,629984.8288,487.6462939,DDoS
80,758773,3,4,26,11601,8.666666667,2900.25,15323.42347,9.225420514,DDoS
80,70015,5,0,30,0,6.0,0.0,428.4796115,71.41326859,DDoS
80,11371798,5,0,30,0,6.0,0.0,2.638105249,0.439684208,DDoS
80,51504,3,4,26,11601,8.666666667,2900.25,225749.4564,135.9117738,DDoS
80,35962,2,4,20,11601,10.0,2900.25,323146.6548,166.8427785,DDoS
80,104873,5,0,30,0,6.0,0.0,286.0602824,47.67671374,DDoS
